'Lat','Long','Name'
36.10318779,129.3916501,에벤에셀: 수업
36.1038324,129.3873396,느헤미야: 수업
36.10222715,129.3892228,학관: 식사
36.10449121,129.3904461,채플별관: 수업
36.10378268,129.3907355,버스 정류장: 등하교
